"","nace_r2","geo","time","values"
"7402","Total - all NACE activities","Czechia",2002-04-01,21469.5
"7403","Total - all NACE activities","Finland",2002-04-01,33747.1
"7404","Total - all NACE activities","France",2002-04-01,379184.8
"7405","Total - all NACE activities","Hungary",2002-04-01,17189.9
"7406","Total - all NACE activities","Italy",2002-04-01,332014.1
"7407","Total - all NACE activities","Lithuania",2002-04-01,3679.8
"7408","Total - all NACE activities","Luxembourg",2002-04-01,6340
"7409","Total - all NACE activities","Latvia",2002-04-01,2370.1
"7410","Total - all NACE activities","Netherlands",2002-04-01,118992.8
"7411","Agriculture, forestry and fishing","Switzerland",2002-01-01,736.7
"7412","Agriculture, forestry and fishing","Cyprus",2002-01-01,113.6
"7413","Agriculture, forestry and fishing","Czechia",2002-01-01,359.8
"7414","Agriculture, forestry and fishing","Finland",2002-01-01,903.7
"7415","Agriculture, forestry and fishing","France",2002-01-01,7818.5
"7416","Agriculture, forestry and fishing","Italy",2002-01-01,2330.2
"7417","Agriculture, forestry and fishing","Lithuania",2002-01-01,140.7
"7418","Agriculture, forestry and fishing","Luxembourg",2002-01-01,66.4
"7419","Agriculture, forestry and fishing","Latvia",2002-01-01,85.8
"7420","Industry (except construction)","Switzerland",2002-01-01,16442.1
"7421","Industry (except construction)","Cyprus",2002-01-01,317
"7422","Industry (except construction)","Czechia",2002-01-01,6210.3
"7423","Industry (except construction)","Finland",2002-01-01,8177.1
"7424","Industry (except construction)","France",2002-01-01,63033.3
"7425","Industry (except construction)","Hungary",2002-01-01,4205.5
"7426","Industry (except construction)","Italy",2002-01-01,67595.4
"7427","Industry (except construction)","Lithuania",2002-01-01,830.5
"7428","Industry (except construction)","Luxembourg",2002-01-01,660.9
"7429","Industry (except construction)","Latvia",2002-01-01,411.4
"7430","Manufacturing","Switzerland",2002-01-01,14592.7
"7431","Manufacturing","Cyprus",2002-01-01,251.7
"7432","Manufacturing","Czechia",2002-01-01,4713.5
"7433","Manufacturing","Finland",2002-01-01,7172.9
"7434","Manufacturing","France",2002-01-01,51092
"7435","Manufacturing","Hungary",2002-01-01,3386.5
"7436","Manufacturing","Italy",2002-01-01,58470.1
"7437","Manufacturing","Lithuania",2002-01-01,621.6
"7438","Manufacturing","Luxembourg",2002-01-01,550.6
"7439","Manufacturing","Latvia",2002-01-01,306.3
"7440","Construction","Switzerland",2002-01-01,3550.5
"7441","Construction","Cyprus",2002-01-01,206.7
"7442","Construction","Czechia",2002-01-01,1093.2
"7443","Construction","Finland",2002-01-01,1636.1
"7444","Construction","France",2002-01-01,20330.8
"7445","Construction","Italy",2002-01-01,17683.6
"7446","Construction","Lithuania",2002-01-01,129.8
"7447","Construction","Luxembourg",2002-01-01,348.8
"7448","Construction","Latvia",2002-01-01,77.2
"7449","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2002-01-01,14738
"7450","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2002-01-01,648.4
"7451","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2002-01-01,3829.7
"7452","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2002-01-01,5255.1
"7453","Wholesale and retail trade, transport, accomodation and food service activities","France",2002-01-01,69672.5
"7454","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2002-01-01,62766.1
"7455","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2002-01-01,957.7
"7456","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2002-01-01,1044.2
"7457","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2002-01-01,567.6
"7458","Information and communication","Switzerland",2002-01-01,3339.9
"7459","Information and communication","Cyprus",2002-01-01,80.2
"7460","Information and communication","Czechia",2002-01-01,896.7
"7461","Information and communication","Finland",2002-01-01,1571.4
"7462","Information and communication","France",2002-01-01,18141.7
"7463","Information and communication","Italy",2002-01-01,13987.3
"7464","Information and communication","Lithuania",2002-01-01,158.4
"7465","Information and communication","Luxembourg",2002-01-01,338.8
"7466","Information and communication","Latvia",2002-01-01,112.2
"7467","Financial and insurance activities","Switzerland",2002-01-01,7946.9
"7468","Financial and insurance activities","Cyprus",2002-01-01,212
"7469","Financial and insurance activities","Czechia",2002-01-01,698.9
"7470","Financial and insurance activities","Finland",2002-01-01,931.8
"7471","Financial and insurance activities","France",2002-01-01,13525.5
"7472","Financial and insurance activities","Italy",2002-01-01,15026.7
"7473","Financial and insurance activities","Lithuania",2002-01-01,105.9
"7474","Financial and insurance activities","Luxembourg",2002-01-01,1528.6
"7475","Financial and insurance activities","Latvia",2002-01-01,81.5
"7476","Real estate activities","Switzerland",2002-01-01,5555.3
"7477","Real estate activities","Cyprus",2002-01-01,228.6
"7478","Real estate activities","Czechia",2002-01-01,1678
"7479","Real estate activities","Finland",2002-01-01,3439.4
"7480","Real estate activities","France",2002-01-01,45057.1
"7481","Real estate activities","Italy",2002-01-01,38284.4
"7482","Real estate activities","Lithuania",2002-01-01,265.3
"7483","Real estate activities","Luxembourg",2002-01-01,565.1
"7484","Real estate activities","Latvia",2002-01-01,232.9
"7485","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2002-01-01,6280.4
"7486","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2002-01-01,248.3
"7487","Professional, scientific and technical activities; administrative and support service activities","Czechia",2002-01-01,1337.6
"7488","Professional, scientific and technical activities; administrative and support service activities","Finland",2002-01-01,2076.6
"7489","Professional, scientific and technical activities; administrative and support service activities","France",2002-01-01,44764.2
"7490","Professional, scientific and technical activities; administrative and support service activities","Italy",2002-01-01,29613
"7491","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2002-01-01,134.2
"7492","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2002-01-01,493.5
"7493","Professional, scientific and technical activities; administrative and support service activities","Latvia",2002-01-01,103.4
"7494","Public administration, defence, education, human health and social work activities","Switzerland",2002-01-01,13523.6
"7495","Public administration, defence, education, human health and social work activities","Cyprus",2002-01-01,606.2
"7496","Public administration, defence, education, human health and social work activities","Czechia",2002-01-01,3490.9
"7497","Public administration, defence, education, human health and social work activities","Finland",2002-01-01,6787.7
"7498","Public administration, defence, education, human health and social work activities","France",2002-01-01,81882.9
"7499","Public administration, defence, education, human health and social work activities","Italy",2002-01-01,55963.5
"7500","Public administration, defence, education, human health and social work activities","Lithuania",2002-01-01,575.1
"7501","Public administration, defence, education, human health and social work activities","Luxembourg",2002-01-01,944.3
"7502","Public administration, defence, education, human health and social work activities","Latvia",2002-01-01,299.5
"7503","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2002-01-01,1826.9
"7504","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2002-01-01,109.4
"7505","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2002-01-01,607.5
"7506","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2002-01-01,886.8
"7507","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2002-01-01,11201.3
"7508","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2002-01-01,514.1
"7509","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2002-01-01,11607.3
"7510","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2002-01-01,91.5
"7511","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2002-01-01,117.3
"7512","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2002-01-01,50.7
"7513","Total - all NACE activities","Austria",2002-01-01,50999.8
"7514","Total - all NACE activities","Switzerland",2002-01-01,73895.1
"7515","Total - all NACE activities","Cyprus",2002-01-01,2749.5
"7516","Total - all NACE activities","Czechia",2002-01-01,20097.5
"7517","Total - all NACE activities","Finland",2002-01-01,31527.9
"7518","Total - all NACE activities","France",2002-01-01,375277.8
"7519","Total - all NACE activities","Hungary",2002-01-01,15679
"7520","Total - all NACE activities","Italy",2002-01-01,314035.6
"7521","Total - all NACE activities","Lithuania",2002-01-01,3374.5
"7522","Total - all NACE activities","Luxembourg",2002-01-01,6093
"7523","Total - all NACE activities","Latvia",2002-01-01,2015.2
"7524","Total - all NACE activities","Netherlands",2002-01-01,116848
"7525","Agriculture, forestry and fishing","Switzerland",2001-10-01,722.2
"7526","Agriculture, forestry and fishing","Cyprus",2001-10-01,112.8
"7527","Agriculture, forestry and fishing","Czechia",2001-10-01,343.4
"7528","Agriculture, forestry and fishing","Finland",2001-10-01,929
"7529","Agriculture, forestry and fishing","France",2001-10-01,7521.9
"7530","Agriculture, forestry and fishing","Italy",2001-10-01,10864.7
"7531","Agriculture, forestry and fishing","Lithuania",2001-10-01,153.8
"7532","Agriculture, forestry and fishing","Luxembourg",2001-10-01,48.2
"7533","Agriculture, forestry and fishing","Latvia",2001-10-01,92.6
"7534","Industry (except construction)","Switzerland",2001-10-01,16674
"7535","Industry (except construction)","Cyprus",2001-10-01,309.6
"7536","Industry (except construction)","Czechia",2001-10-01,6399.7
"7537","Industry (except construction)","Finland",2001-10-01,8955
"7538","Industry (except construction)","France",2001-10-01,63158.1
"7539","Industry (except construction)","Hungary",2001-10-01,4246.1
"7540","Industry (except construction)","Italy",2001-10-01,66570.8
"7541","Industry (except construction)","Lithuania",2001-10-01,911.7
"7542","Industry (except construction)","Luxembourg",2001-10-01,655
"7543","Industry (except construction)","Latvia",2001-10-01,415.5
"7544","Manufacturing","Switzerland",2001-10-01,14666.8
"7545","Manufacturing","Cyprus",2001-10-01,244.2
"7546","Manufacturing","Czechia",2001-10-01,5030.2
"7547","Manufacturing","Finland",2001-10-01,7966.6
"7548","Manufacturing","France",2001-10-01,51669.7
"7549","Manufacturing","Hungary",2001-10-01,3395.7
"7550","Manufacturing","Italy",2001-10-01,57589
"7551","Manufacturing","Lithuania",2001-10-01,701.3
"7552","Manufacturing","Luxembourg",2001-10-01,541.2
"7553","Manufacturing","Latvia",2001-10-01,317.4
"7554","Construction","Switzerland",2001-10-01,3536.2
"7555","Construction","Cyprus",2001-10-01,263
"7556","Construction","Czechia",2001-10-01,1672.9
"7557","Construction","Finland",2001-10-01,2038.9
"7558","Construction","France",2001-10-01,21237.2
"7559","Construction","Italy",2001-10-01,18418.6
"7560","Construction","Lithuania",2001-10-01,243.9
"7561","Construction","Luxembourg",2001-10-01,362.8
"7562","Construction","Latvia",2001-10-01,145
"7563","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2001-10-01,15434.8
"7564","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2001-10-01,702.5
"7565","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2001-10-01,4096.5
"7566","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2001-10-01,6003.9
"7567","Wholesale and retail trade, transport, accomodation and food service activities","France",2001-10-01,69876.1
"7568","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2001-10-01,69320.5
"7569","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2001-10-01,987.4
"7570","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2001-10-01,1135.4
"7571","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2001-10-01,603.3
"7572","Information and communication","Switzerland",2001-10-01,3301.4
"7573","Information and communication","Cyprus",2001-10-01,86.1
"7574","Information and communication","Czechia",2001-10-01,1018.4
"7575","Information and communication","Finland",2001-10-01,1804.3
"7576","Information and communication","France",2001-10-01,18713.1
"7577","Information and communication","Italy",2001-10-01,15021.4
"7578","Information and communication","Lithuania",2001-10-01,160.9
"7579","Information and communication","Luxembourg",2001-10-01,377.4
"7580","Information and communication","Latvia",2001-10-01,133.2
"7581","Financial and insurance activities","Switzerland",2001-10-01,8090.3
"7582","Financial and insurance activities","Cyprus",2001-10-01,199.1
"7583","Financial and insurance activities","Czechia",2001-10-01,904.4
"7584","Financial and insurance activities","Finland",2001-10-01,926.8
"7585","Financial and insurance activities","France",2001-10-01,13653.7
"7586","Financial and insurance activities","Italy",2001-10-01,17746.6
"7587","Financial and insurance activities","Lithuania",2001-10-01,94.9
"7588","Financial and insurance activities","Luxembourg",2001-10-01,1474.2
"7589","Financial and insurance activities","Latvia",2001-10-01,105.5
"7590","Real estate activities","Switzerland",2001-10-01,5623.8
"7591","Real estate activities","Cyprus",2001-10-01,226.8
"7592","Real estate activities","Czechia",2001-10-01,1781.2
"7593","Real estate activities","Finland",2001-10-01,3446.2
"7594","Real estate activities","France",2001-10-01,45747.3
"7595","Real estate activities","Italy",2001-10-01,38481.9
"7596","Real estate activities","Lithuania",2001-10-01,276.7
"7597","Real estate activities","Luxembourg",2001-10-01,575
"7598","Real estate activities","Latvia",2001-10-01,263.4
"7599","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2001-10-01,6348.4
"7600","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2001-10-01,250.9
"7601","Professional, scientific and technical activities; administrative and support service activities","Czechia",2001-10-01,1671
"7602","Professional, scientific and technical activities; administrative and support service activities","Finland",2001-10-01,2391.2
"7603","Professional, scientific and technical activities; administrative and support service activities","France",2001-10-01,47361.1
"7604","Professional, scientific and technical activities; administrative and support service activities","Italy",2001-10-01,34149.6
"7605","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2001-10-01,141.9
"7606","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2001-10-01,543.5
"7607","Professional, scientific and technical activities; administrative and support service activities","Latvia",2001-10-01,126.7
"7608","Public administration, defence, education, human health and social work activities","Switzerland",2001-10-01,13410.5
"7609","Public administration, defence, education, human health and social work activities","Cyprus",2001-10-01,601.8
"7610","Public administration, defence, education, human health and social work activities","Czechia",2001-10-01,3500.1
"7611","Public administration, defence, education, human health and social work activities","Finland",2001-10-01,7034
"7612","Public administration, defence, education, human health and social work activities","France",2001-10-01,82589
"7613","Public administration, defence, education, human health and social work activities","Italy",2001-10-01,55205.3
"7614","Public administration, defence, education, human health and social work activities","Lithuania",2001-10-01,600.9
"7615","Public administration, defence, education, human health and social work activities","Luxembourg",2001-10-01,922.4
"7616","Public administration, defence, education, human health and social work activities","Latvia",2001-10-01,535.4
"7617","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2001-10-01,1810.5
"7618","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2001-10-01,109.5
"7619","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2001-10-01,660
"7620","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2001-10-01,906.4
"7621","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2001-10-01,11109.5
"7622","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2001-10-01,563.6
"7623","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2001-10-01,11667.3
"7624","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2001-10-01,86.8
"7625","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2001-10-01,129.3
"7626","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2001-10-01,73.5
"7627","Total - all NACE activities","Austria",2001-10-01,54313.1
"7628","Total - all NACE activities","Switzerland",2001-10-01,74913.8
"7629","Total - all NACE activities","Cyprus",2001-10-01,2856.5
"7630","Total - all NACE activities","Czechia",2001-10-01,21827.4
"7631","Total - all NACE activities","Finland",2001-10-01,34506.4
"7632","Total - all NACE activities","France",2001-10-01,380656.7
"7633","Total - all NACE activities","Hungary",2001-10-01,17575.7
"7634","Total - all NACE activities","Italy",2001-10-01,338168.4
"7635","Total - all NACE activities","Lithuania",2001-10-01,3661.7
"7636","Total - all NACE activities","Luxembourg",2001-10-01,6223.5
"7637","Total - all NACE activities","Latvia",2001-10-01,2455.5
"7638","Total - all NACE activities","Netherlands",2001-10-01,120394.5
"7639","Agriculture, forestry and fishing","Switzerland",2001-07-01,717.2
"7640","Agriculture, forestry and fishing","Cyprus",2001-07-01,119.4
"7641","Agriculture, forestry and fishing","Czechia",2001-07-01,787.4
"7642","Agriculture, forestry and fishing","Finland",2001-07-01,986.3
"7643","Agriculture, forestry and fishing","France",2001-07-01,7171.4
"7644","Agriculture, forestry and fishing","Italy",2001-07-01,11405.5
"7645","Agriculture, forestry and fishing","Lithuania",2001-07-01,368.9
"7646","Agriculture, forestry and fishing","Luxembourg",2001-07-01,44.3
"7647","Agriculture, forestry and fishing","Latvia",2001-07-01,148.1
"7648","Industry (except construction)","Switzerland",2001-07-01,16279.1
"7649","Industry (except construction)","Cyprus",2001-07-01,303.8
"7650","Industry (except construction)","Czechia",2001-07-01,5795.8
"7651","Industry (except construction)","Finland",2001-07-01,8151.7
"7652","Industry (except construction)","France",2001-07-01,57685.3
"7653","Industry (except construction)","Hungary",2001-07-01,4063
"7654","Industry (except construction)","Italy",2001-07-01,60057.9
"7655","Industry (except construction)","Lithuania",2001-07-01,799.7
"7656","Industry (except construction)","Luxembourg",2001-07-01,601.9
"7657","Industry (except construction)","Latvia",2001-07-01,377.1
"7658","Manufacturing","Switzerland",2001-07-01,14103.4
"7659","Manufacturing","Cyprus",2001-07-01,229.7
"7660","Manufacturing","Czechia",2001-07-01,4715
"7661","Manufacturing","Finland",2001-07-01,7216.1
"7662","Manufacturing","France",2001-07-01,48366.1
"7663","Manufacturing","Hungary",2001-07-01,3326.1
"7664","Manufacturing","Italy",2001-07-01,51801.9
"7665","Manufacturing","Lithuania",2001-07-01,665.2
"7666","Manufacturing","Luxembourg",2001-07-01,495.2
"7667","Manufacturing","Latvia",2001-07-01,315.6
"7668","Construction","Switzerland",2001-07-01,3847.1
"7669","Construction","Cyprus",2001-07-01,228.7
"7670","Construction","Czechia",2001-07-01,1539.7
"7671","Construction","Finland",2001-07-01,2173.8
"7672","Construction","France",2001-07-01,20536
"7673","Construction","Italy",2001-07-01,17194.5
"7674","Construction","Lithuania",2001-07-01,241.2
"7675","Construction","Luxembourg",2001-07-01,327
"7676","Construction","Latvia",2001-07-01,151
"7677","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2001-07-01,15542.6
"7678","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2001-07-01,805.6
"7679","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2001-07-01,4429.1
"7680","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2001-07-01,5647.3
"7681","Wholesale and retail trade, transport, accomodation and food service activities","France",2001-07-01,67807.5
"7682","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2001-07-01,69920.2
"7683","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2001-07-01,987.8
"7684","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2001-07-01,1058.7
"7685","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2001-07-01,576.5
"7686","Information and communication","Switzerland",2001-07-01,3288
"7687","Information and communication","Cyprus",2001-07-01,86.6
"7688","Information and communication","Czechia",2001-07-01,860.3
"7689","Information and communication","Finland",2001-07-01,1480.2
"7690","Information and communication","France",2001-07-01,17083.3
"7691","Information and communication","Italy",2001-07-01,12487.2
"7692","Information and communication","Lithuania",2001-07-01,170.7
"7693","Information and communication","Luxembourg",2001-07-01,344.7
"7694","Information and communication","Latvia",2001-07-01,123.4
"7695","Financial and insurance activities","Switzerland",2001-07-01,7852.2
"7696","Financial and insurance activities","Cyprus",2001-07-01,204.1
"7697","Financial and insurance activities","Czechia",2001-07-01,839
"7698","Financial and insurance activities","Finland",2001-07-01,981.1
"7699","Financial and insurance activities","France",2001-07-01,13096.4
"7700","Financial and insurance activities","Italy",2001-07-01,15040.2
"7701","Financial and insurance activities","Lithuania",2001-07-01,91.9
"7702","Financial and insurance activities","Luxembourg",2001-07-01,1396.2
"7703","Financial and insurance activities","Latvia",2001-07-01,71.2
"7704","Real estate activities","Switzerland",2001-07-01,5700.2
"7705","Real estate activities","Cyprus",2001-07-01,225.5
"7706","Real estate activities","Czechia",2001-07-01,1945.4
"7707","Real estate activities","Finland",2001-07-01,3421.6
"7708","Real estate activities","France",2001-07-01,45425.2
"7709","Real estate activities","Italy",2001-07-01,37954.2
"7710","Real estate activities","Lithuania",2001-07-01,275.5
"7711","Real estate activities","Luxembourg",2001-07-01,560.2
"7712","Real estate activities","Latvia",2001-07-01,212.6
"7713","Professional, scientific and technical activities; administrative and support service activities","Switzerland",2001-07-01,6394.9
"7714","Professional, scientific and technical activities; administrative and support service activities","Cyprus",2001-07-01,237.3
"7715","Professional, scientific and technical activities; administrative and support service activities","Czechia",2001-07-01,1241
"7716","Professional, scientific and technical activities; administrative and support service activities","Finland",2001-07-01,2049.6
"7717","Professional, scientific and technical activities; administrative and support service activities","France",2001-07-01,44345.5
"7718","Professional, scientific and technical activities; administrative and support service activities","Italy",2001-07-01,28645.6
"7719","Professional, scientific and technical activities; administrative and support service activities","Lithuania",2001-07-01,166.2
"7720","Professional, scientific and technical activities; administrative and support service activities","Luxembourg",2001-07-01,481.4
"7721","Professional, scientific and technical activities; administrative and support service activities","Latvia",2001-07-01,116.8
"7722","Public administration, defence, education, human health and social work activities","Switzerland",2001-07-01,13296.9
"7723","Public administration, defence, education, human health and social work activities","Cyprus",2001-07-01,568
"7724","Public administration, defence, education, human health and social work activities","Czechia",2001-07-01,3481.1
"7725","Public administration, defence, education, human health and social work activities","Finland",2001-07-01,7048.4
"7726","Public administration, defence, education, human health and social work activities","France",2001-07-01,80720.2
"7727","Public administration, defence, education, human health and social work activities","Italy",2001-07-01,55259.6
"7728","Public administration, defence, education, human health and social work activities","Lithuania",2001-07-01,589.5
"7729","Public administration, defence, education, human health and social work activities","Luxembourg",2001-07-01,875.7
"7730","Public administration, defence, education, human health and social work activities","Latvia",2001-07-01,323.2
"7731","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Switzerland",2001-07-01,1789.1
"7732","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Cyprus",2001-07-01,113
"7733","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Czechia",2001-07-01,563.2
"7734","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Finland",2001-07-01,924.2
"7735","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","France",2001-07-01,11067.3
"7736","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Hungary",2001-07-01,563.5
"7737","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Italy",2001-07-01,11639.6
"7738","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Lithuania",2001-07-01,87.1
"7739","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Luxembourg",2001-07-01,115.6
"7740","Arts, entertainment and recreation; other service activities; activities of household and extra-territorial organizations and bodies","Latvia",2001-07-01,57.8
"7741","Total - all NACE activities","Austria",2001-07-01,52528.6
"7742","Total - all NACE activities","Switzerland",2001-07-01,74632.3
"7743","Total - all NACE activities","Cyprus",2001-07-01,2898.8
"7744","Total - all NACE activities","Czechia",2001-07-01,21484.2
"7745","Total - all NACE activities","Finland",2001-07-01,32650.3
"7746","Total - all NACE activities","France",2001-07-01,363857.1
"7747","Total - all NACE activities","Hungary",2001-07-01,16928.5
"7748","Total - all NACE activities","Italy",2001-07-01,319959.4
"7749","Total - all NACE activities","Lithuania",2001-07-01,3759.9
"7750","Total - all NACE activities","Luxembourg",2001-07-01,5808.4
"7751","Total - all NACE activities","Latvia",2001-07-01,2159.8
"7752","Total - all NACE activities","Netherlands",2001-07-01,114671.7
"7753","Agriculture, forestry and fishing","Switzerland",2001-04-01,724.1
"7754","Agriculture, forestry and fishing","Cyprus",2001-04-01,107.7
"7755","Agriculture, forestry and fishing","Czechia",2001-04-01,445
"7756","Agriculture, forestry and fishing","Finland",2001-04-01,922.2
"7757","Agriculture, forestry and fishing","France",2001-04-01,7136.9
"7758","Agriculture, forestry and fishing","Italy",2001-04-01,6069
"7759","Agriculture, forestry and fishing","Lithuania",2001-04-01,166.3
"7760","Agriculture, forestry and fishing","Luxembourg",2001-04-01,36.3
"7761","Agriculture, forestry and fishing","Latvia",2001-04-01,127.3
"7762","Industry (except construction)","Switzerland",2001-04-01,16850.7
"7763","Industry (except construction)","Cyprus",2001-04-01,314.2
"7764","Industry (except construction)","Czechia",2001-04-01,6088
"7765","Industry (except construction)","Finland",2001-04-01,8651.7
"7766","Industry (except construction)","France",2001-04-01,62045.7
"7767","Industry (except construction)","Hungary",2001-04-01,4182
"7768","Industry (except construction)","Italy",2001-04-01,69317.3
"7769","Industry (except construction)","Lithuania",2001-04-01,788.6
"7770","Industry (except construction)","Luxembourg",2001-04-01,657.3
"7771","Industry (except construction)","Latvia",2001-04-01,374.3
"7772","Manufacturing","Switzerland",2001-04-01,14638.4
"7773","Manufacturing","Cyprus",2001-04-01,256.3
"7774","Manufacturing","Czechia",2001-04-01,4898.7
"7775","Manufacturing","Finland",2001-04-01,7731.2
"7776","Manufacturing","France",2001-04-01,52096.5
"7777","Manufacturing","Hungary",2001-04-01,3420.3
"7778","Manufacturing","Italy",2001-04-01,60797.9
"7779","Manufacturing","Lithuania",2001-04-01,651
"7780","Manufacturing","Luxembourg",2001-04-01,547.1
"7781","Manufacturing","Latvia",2001-04-01,309.8
"7782","Construction","Switzerland",2001-04-01,3736.9
"7783","Construction","Cyprus",2001-04-01,194.1
"7784","Construction","Czechia",2001-04-01,1323
"7785","Construction","Finland",2001-04-01,1898.5
"7786","Construction","France",2001-04-01,20930.5
"7787","Construction","Italy",2001-04-01,18582.7
"7788","Construction","Lithuania",2001-04-01,185.6
"7789","Construction","Luxembourg",2001-04-01,362.8
"7790","Construction","Latvia",2001-04-01,122.3
"7791","Wholesale and retail trade, transport, accomodation and food service activities","Switzerland",2001-04-01,14835.3
"7792","Wholesale and retail trade, transport, accomodation and food service activities","Cyprus",2001-04-01,764.7
"7793","Wholesale and retail trade, transport, accomodation and food service activities","Czechia",2001-04-01,4368.2
"7794","Wholesale and retail trade, transport, accomodation and food service activities","Finland",2001-04-01,5689.4
"7795","Wholesale and retail trade, transport, accomodation and food service activities","France",2001-04-01,69881.7
"7796","Wholesale and retail trade, transport, accomodation and food service activities","Italy",2001-04-01,70251.5
"7797","Wholesale and retail trade, transport, accomodation and food service activities","Lithuania",2001-04-01,920.7
"7798","Wholesale and retail trade, transport, accomodation and food service activities","Luxembourg",2001-04-01,1079.4
"7799","Wholesale and retail trade, transport, accomodation and food service activities","Latvia",2001-04-01,570.5
"7800","Information and communication","Switzerland",2001-04-01,3270.4
"7801","Information and communication","Cyprus",2001-04-01,83.3
"7802","Information and communication","Czechia",2001-04-01,823.3
"7803","Information and communication","Finland",2001-04-01,1543.1
"7804","Information and communication","France",2001-04-01,17146.8
"7805","Information and communication","Italy",2001-04-01,12939.1
"7806","Information and communication","Lithuania",2001-04-01,174.4
"7807","Information and communication","Luxembourg",2001-04-01,332.6
"7808","Information and communication","Latvia",2001-04-01,120
"7809","Financial and insurance activities","Switzerland",2001-04-01,8083.5
"7810","Financial and insurance activities","Cyprus",2001-04-01,227.4
"7811","Financial and insurance activities","Czechia",2001-04-01,1009.5
"7812","Financial and insurance activities","Finland",2001-04-01,940.9
"7813","Financial and insurance activities","France",2001-04-01,13421.7
"7814","Financial and insurance activities","Italy",2001-04-01,17237.3
"7815","Financial and insurance activities","Lithuania",2001-04-01,91.9
