,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values
2011-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2011-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2012-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2012-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2012-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2012-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2013-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2013-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2013-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2013-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2014-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2014-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2014-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2014-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2015-01-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2015-04-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2015-07-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
2015-10-01,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,264.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,72.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761,192.0,274.0,242.0,108.0,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,54.0,432.0,384.0,432.0,96.0,0.0,274.0,240.0,264.0,264.0,264.0,144.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11761
