,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,nace_r2,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,s_adj,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,unit,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values,values
1996-07-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679
1996-10-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,400.0,,288.0,10679
1997-01-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759
1997-04-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759
1997-07-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759
1997-10-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,,288.0,10759
1998-01-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
1998-04-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
1998-07-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
1998-10-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
1999-01-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
1999-04-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
1999-07-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
1999-10-01,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,264.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879,,274.0,242.0,,264.0,,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,10879
2000-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359
2000-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359
2000-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359
2000-10-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,120.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11359
2001-01-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383
2001-04-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383
2001-07-01,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,264.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,432.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383,,274.0,242.0,,264.0,264.0,432.0,432.0,264.0,264.0,288.0,288.0,288.0,288.0,288.0,288.0,384.0,144.0,432.0,264.0,264.0,297.0,288.0,408.0,,432.0,384.0,432.0,96.0,,274.0,240.0,264.0,264.0,264.0,120.0,264.0,264.0,288.0,264.0,480.0,120.0,288.0,11383
